id,member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,pymnt_plan,url,desc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,fico_range_low,fico_range_high,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,last_fico_range_high,last_fico_range_low,collections_12_mths_ex_med,mths_since_last_major_derog,policy_code,application_type,annual_inc_joint,dti_joint,verification_status_joint,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_act_il,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,chargeoff_within_12_mths,delinq_amnt,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,mths_since_recent_bc_dlq,mths_since_recent_inq,mths_since_recent_revol_delinq,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_120dpd_2m,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit,revol_bal_joint,sec_app_fico_range_low,sec_app_fico_range_high,sec_app_earliest_cr_line,sec_app_inq_last_6mths,sec_app_mort_acc,sec_app_open_acc,sec_app_revol_util,sec_app_open_act_il,sec_app_num_rev_accts,sec_app_chargeoff_within_12_mths,sec_app_collections_12_mths_ex_med,sec_app_mths_since_last_major_derog,hardship_flag,hardship_type,hardship_reason,hardship_status,deferral_term,hardship_amount,hardship_start_date,hardship_end_date,payment_plan_start_date,hardship_length,hardship_dpd,hardship_loan_status,orig_projected_additional_accrued_interest,hardship_payoff_balance_amount,hardship_last_payment_amount,disbursement_method,debt_settlement_flag,debt_settlement_flag_date,settlement_status,settlement_date,settlement_amount,settlement_percentage,settlement_term
126290507,,6000.0,6000.0,6000.0, 36 months,10.42,194.79,B,B3,Executive Director,7 years,MORTGAGE,67000.0,Verified,Jan-2018,Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=126290507,,debt_consolidation,Debt consolidation,322xx,FL,16.77,0.0,Dec-1987,690.0,694.0,0.0,,,12.0,0.0,11815.0,58.5,17.0,f,0.0,0.0,577.42,577.42,431.8,145.62,0.0,0.0,0.0,Apr-2018,194.79,,Sep-2018,499.0,0.0,0.0,,1.0,Individual,,,,0.0,0.0,26357.0,6.0,3.0,1.0,3.0,1.0,14542.0,75.0,6.0,7.0,3895.0,67.0,20200.0,0.0,0.0,2.0,10.0,2196.0,4395.0,71.5,0.0,0.0,37.0,360.0,1.0,1.0,2.0,3.0,,7.0,,0.0,5.0,8.0,5.0,5.0,4.0,9.0,11.0,8.0,12.0,0.0,0.0,0.0,7.0,100.0,40.0,0.0,0.0,39547.0,26357.0,15400.0,19347.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
61480082,,8000.0,8000.0,8000.0, 36 months,12.69,268.36,C,C2,Finance Manager,3 years,RENT,70000.0,Verified,Oct-2015,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=61480082,,debt_consolidation,Debt consolidation,540xx,WI,26.4,0.0,Oct-1999,665.0,669.0,1.0,,52.0,20.0,1.0,7829.0,46.1,55.0,w,0.0,0.0,8277.99,8277.99,8000.0,277.99,0.0,0.0,0.0,Jan-2016,7724.35,,Mar-2019,739.0,735.0,0.0,,1.0,Individual,,,,0.0,0.0,42861.0,,,,,,,,,,,,17000.0,,,,14.0,2256.0,7087.0,40.9,0.0,0.0,147.0,191.0,8.0,8.0,1.0,12.0,,2.0,,0.0,5.0,9.0,8.0,19.0,17.0,14.0,35.0,9.0,19.0,0.0,0.0,0.0,5.0,100.0,37.5,1.0,0.0,63675.0,42861.0,12000.0,46675.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
142386006,,17000.0,17000.0,17000.0, 36 months,8.46,536.34,A,A5,PEO,10+ years,MORTGAGE,110000.0,Not Verified,Nov-2018,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=142386006,,debt_consolidation,Debt consolidation,640xx,MO,11.89,0.0,Jan-2007,700.0,704.0,0.0,65.0,,12.0,0.0,24673.0,53.3,27.0,w,15320.11,15320.11,2164.19,2164.19,1679.89,457.48,26.82,0.0,0.0,Mar-2019,536.34,Apr-2019,Mar-2019,704.0,700.0,0.0,65.0,1.0,Individual,,,,0.0,0.0,201523.0,1.0,2.0,2.0,2.0,2.0,24696.0,87.0,0.0,2.0,13511.0,66.0,46300.0,1.0,5.0,1.0,5.0,16794.0,9285.0,67.5,0.0,0.0,123.0,137.0,14.0,2.0,2.0,14.0,,12.0,,1.0,3.0,5.0,4.0,6.0,8.0,9.0,17.0,5.0,12.0,0.0,0.0,0.0,2.0,96.3,25.0,0.0,0.0,230577.0,49369.0,28600.0,28277.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
88132813,,10000.0,10000.0,10000.0, 36 months,11.49,329.72,B,B5,driver,3 years,RENT,45000.0,Source Verified,Sep-2016,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=88132813,,debt_consolidation,Debt consolidation,640xx,MO,21.04,1.0,Oct-2003,665.0,669.0,0.0,10.0,,16.0,0.0,8696.0,64.9,28.0,w,0.0,0.0,11708.4655827538,11708.47,10000.0,1708.47,0.0,0.0,0.0,Dec-2018,1848.52,,Feb-2019,684.0,680.0,0.0,,1.0,Individual,,,,0.0,0.0,41578.0,1.0,8.0,0.0,1.0,16.0,32882.0,89.0,1.0,2.0,2901.0,83.0,13400.0,1.0,0.0,2.0,3.0,2772.0,412.0,94.1,0.0,0.0,97.0,155.0,5.0,5.0,0.0,5.0,,5.0,10.0,0.0,3.0,4.0,3.0,4.0,19.0,8.0,9.0,4.0,16.0,0.0,0.0,0.0,1.0,96.4,100.0,0.0,0.0,50330.0,41578.0,7000.0,36930.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
125082433,,12800.0,12800.0,12800.0, 60 months,21.45,349.54,D,D5,Human Resources,6 years,MORTGAGE,72000.0,Verified,Nov-2017,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=125082433,,debt_consolidation,Debt consolidation,600xx,IL,22.88,1.0,Aug-2004,670.0,674.0,0.0,11.0,,7.0,0.0,244.0,12.2,21.0,w,10744.93,10744.93,5242.52,5242.52,2055.07,3187.45,0.0,0.0,0.0,Mar-2019,349.54,Apr-2019,Mar-2019,609.0,605.0,1.0,11.0,1.0,Joint App,199000.0,13.09,Source Verified,0.0,0.0,233977.0,1.0,3.0,0.0,2.0,16.0,83300.0,89.0,1.0,1.0,244.0,88.0,2000.0,8.0,0.0,3.0,4.0,38996.0,1756.0,12.2,0.0,0.0,159.0,32.0,3.0,3.0,1.0,3.0,,10.0,,4.0,1.0,1.0,2.0,2.0,17.0,2.0,2.0,1.0,7.0,0.0,0.0,1.0,1.0,76.2,0.0,0.0,0.0,249400.0,83544.0,2000.0,93244.0,15475.0,645.0,649.0,Aug-2012,2.0,0.0,12.0,85.5,4.0,9.0,0.0,0.0,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
37831686,,27000.0,27000.0,27000.0, 60 months,11.99,600.47,B,B5,buyer ii,10+ years,MORTGAGE,55000.0,Source Verified,Jan-2015,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=37831686,,credit_card,Credit card refinancing,300xx,GA,25.97,0.0,May-2002,670.0,674.0,2.0,,,39.0,0.0,39837.0,51.1,56.0,w,4539.17,4539.17,31162.57,31162.57,22460.83,8642.7,59.04,0.0,0.0,Mar-2019,650.47,Apr-2019,Mar-2019,584.0,580.0,0.0,,1.0,Individual,,,,0.0,0.0,199928.0,,,,,,,,,,,,77900.0,,,,6.0,5403.0,20828.0,61.2,0.0,0.0,125.0,151.0,2.0,2.0,1.0,5.0,,1.0,,0.0,12.0,19.0,16.0,23.0,14.0,28.0,41.0,19.0,39.0,0.0,0.0,0.0,3.0,100.0,37.5,0.0,0.0,260994.0,95295.0,53700.0,55458.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
818392,,10625.0,10625.0,10625.0, 36 months,11.99,352.86,B,B5,Lady luck casino,2 years,MORTGAGE,32400.0,Verified,Jul-2011,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=818392,  Borrower added on 07/15/11 > With the money I will be borrowing is going to equipment.I have bugeted for a $500 a month payment witch you have is more than what I am asking for.<br/> Borrower added on 07/15/11 > The money I will be borrowing will be going to equipment and I was already planing on a $500 a month for it.<br/> Borrower added on 07/15/11 > The money I will be borrowing is for my equipment in my sec. job. I have planned on investing $500 a month for this witch we have come way under so the payments will be no problum. My full time jod is at ladyluck casino as a table games manager.It is a very stable and good company that i have only moved up in in the last two years. Thanks for your time and hope to hear from yoou soon.<br/>,small_business,Small Business loan,802xx,CO,3.67,0.0,Apr-2000,690.0,694.0,0.0,56.0,90.0,5.0,1.0,3939.0,71.6,15.0,f,0.0,0.0,12550.0483977272,12550.05,10625.0,1925.05,0.0,0.0,0.0,Nov-2013,3376.9,,Oct-2018,729.0,725.0,0.0,,1.0,Individual,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
67898635,,3600.0,3600.0,3600.0, 36 months,9.8,115.83,B,B3,Mechanix ,2 years,MORTGAGE,85000.0,Source Verified,Jan-2016,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=67898635,,home_improvement,Home improvement,412xx,KY,16.56,0.0,Jan-2009,705.0,709.0,0.0,36.0,,7.0,0.0,1793.0,39.0,17.0,w,0.0,0.0,4111.555520134,4111.56,3600.0,511.56,0.0,0.0,0.0,Feb-2018,1332.77,,Mar-2019,719.0,715.0,0.0,,1.0,Individual,,,,0.0,0.0,172504.0,0.0,3.0,2.0,2.0,8.0,30044.0,67.0,0.0,0.0,1793.0,64.0,4600.0,0.0,3.0,1.0,3.0,24643.0,2807.0,39.0,0.0,0.0,75.0,84.0,63.0,8.0,1.0,67.0,,12.0,36.0,0.0,1.0,1.0,3.0,4.0,10.0,3.0,6.0,1.0,7.0,0.0,0.0,0.0,3.0,88.2,33.3,0.0,0.0,192076.0,31837.0,4600.0,44976.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
49187328,,25000.0,25000.0,25000.0, 60 months,13.99,581.58,C,C4,Sales,9 years,RENT,85000.0,Source Verified,May-2015,Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=49187328,,credit_card,Credit card refinancing,117xx,NY,16.72,0.0,Nov-1996,715.0,719.0,0.0,,,9.0,0.0,17003.0,65.4,16.0,w,0.0,0.0,23854.43,23854.43,14962.79,8833.48,58.16,0.0,0.0,Dec-2018,581.58,,Mar-2019,569.0,565.0,0.0,,1.0,Individual,,,,0.0,0.0,26892.0,,,,,,,,,,,,26000.0,,,,4.0,2988.0,6786.0,47.4,0.0,0.0,146.0,222.0,12.0,6.0,0.0,12.0,,6.0,,0.0,2.0,6.0,3.0,3.0,5.0,7.0,11.0,6.0,9.0,0.0,0.0,0.0,2.0,100.0,33.3,0.0,0.0,55069.0,26892.0,12900.0,29069.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
59239752,,15000.0,15000.0,15000.0, 36 months,10.99,491.01,B,B4,core faculty and staff therapist,< 1 year,MORTGAGE,105000.0,Source Verified,Sep-2015,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=59239752,,debt_consolidation,Debt consolidation,602xx,IL,2.39,4.0,Nov-1999,685.0,689.0,1.0,13.0,,11.0,0.0,3226.0,26.9,26.0,w,0.0,0.0,15911.5,15911.5,15000.0,911.5,0.0,0.0,0.0,Apr-2016,12988.34,,Mar-2019,724.0,720.0,0.0,15.0,1.0,Individual,,,,0.0,0.0,65577.0,,,,,,,,,,,,12000.0,,,,8.0,7286.0,6202.0,30.3,0.0,0.0,67.0,189.0,2.0,2.0,3.0,10.0,13.0,2.0,13.0,1.0,3.0,4.0,5.0,11.0,2.0,10.0,21.0,4.0,11.0,0.0,0.0,1.0,3.0,73.1,20.0,0.0,0.0,153510.0,3226.0,8900.0,0.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
22361434,,16300.0,16300.0,16300.0, 60 months,24.5,473.67,F,F3,,,MORTGAGE,50000.0,Verified,Jul-2014,Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=22361434,,home_improvement,Home improvement,074xx,NJ,23.62,3.0,Nov-1977,680.0,684.0,0.0,5.0,,12.0,0.0,40744.0,85.8,13.0,f,0.0,0.0,15351.58,15351.58,5752.61,8457.49,0.0,1141.48,205.46639999310003,Jan-2017,473.67,,Jul-2017,559.0,555.0,0.0,69.0,1.0,Individual,,,,0.0,0.0,176082.0,,,,,,,,,,,,115900.0,,,,1.0,14674.0,2062.0,86.2,0.0,0.0,41.0,440.0,18.0,18.0,1.0,35.0,69.0,,13.0,1.0,7.0,9.0,7.0,8.0,2.0,9.0,10.0,9.0,12.0,0.0,0.0,0.0,0.0,61.5,85.7,0.0,0.0,295891.0,58600.0,14900.0,33991.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
110122525,,3000.0,3000.0,3000.0, 36 months,7.97,93.97,A,A5,Manager esthetician,10+ years,MORTGAGE,65000.0,Not Verified,Jun-2017,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=110122525,,debt_consolidation,Debt consolidation,120xx,NY,10.52,0.0,Dec-1981,715.0,719.0,0.0,32.0,,13.0,0.0,6825.0,18.1,35.0,w,1337.3,1337.3,1970.71,1970.71,1662.7,308.01,0.0,0.0,0.0,Mar-2019,93.97,Apr-2019,Mar-2019,694.0,690.0,0.0,63.0,1.0,Individual,,,,0.0,0.0,168627.0,0.0,1.0,0.0,1.0,24.0,16191.0,72.0,1.0,3.0,3185.0,38.0,37700.0,3.0,4.0,1.0,4.0,15330.0,28375.0,19.4,0.0,0.0,109.0,425.0,7.0,7.0,2.0,7.0,,9.0,32.0,2.0,6.0,6.0,8.0,12.0,10.0,11.0,23.0,6.0,13.0,0.0,0.0,0.0,1.0,85.7,0.0,0.0,0.0,215275.0,23016.0,35200.0,22437.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
57344466,,13200.0,13200.0,13200.0, 36 months,9.99,425.87,B,B3,Attorney,< 1 year,RENT,195000.0,Source Verified,Aug-2015,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=57344466,,debt_consolidation,Debt consolidation,926xx,CA,18.33,0.0,Sep-1994,690.0,694.0,0.0,,,10.0,0.0,26222.0,65.4,16.0,f,0.0,0.0,13668.83,13668.83,13200.0,468.83,0.0,0.0,0.0,Dec-2015,12369.24,,Jun-2018,744.0,740.0,0.0,,1.0,Individual,,,,0.0,0.0,318369.0,,,,,,,,,,,,40100.0,,,,4.0,31837.0,4816.0,81.7,0.0,0.0,145.0,251.0,22.0,11.0,0.0,24.0,,22.0,,0.0,4.0,5.0,5.0,5.0,10.0,6.0,6.0,5.0,10.0,0.0,0.0,0.0,1.0,100.0,40.0,0.0,0.0,332482.0,318369.0,26300.0,292382.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
12439008,,12000.0,12000.0,12000.0, 36 months,9.67,385.35,B,B1,Manager,6 years,MORTGAGE,62500.0,Source Verified,Mar-2014,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=12439008,,credit_card,Credit card refinancing,180xx,PA,6.92,0.0,May-1989,675.0,679.0,2.0,27.0,66.0,8.0,6.0,9666.0,52.8,29.0,w,0.0,0.0,13872.5880604433,13872.59,12000.0,1872.59,0.0,0.0,0.0,Mar-2017,385.34,,Oct-2018,714.0,710.0,0.0,49.0,1.0,Individual,,,,0.0,0.0,41652.0,,,,,,,,,,,,18300.0,,,,4.0,5207.0,2534.0,78.9,0.0,0.0,130.0,298.0,3.0,3.0,2.0,131.0,49.0,0.0,49.0,1.0,2.0,4.0,2.0,8.0,9.0,6.0,16.0,4.0,8.0,0.0,0.0,0.0,2.0,89.7,50.0,0.0,6.0,47955.0,41652.0,12000.0,29655.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
50223414,,3500.0,3500.0,3500.0, 36 months,13.99,119.61,C,C4,Pharmacy Technician,10+ years,MORTGAGE,65000.0,Source Verified,Jun-2015,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=50223414,,credit_card,Credit card refinancing,557xx,MN,26.68,0.0,Aug-1999,675.0,679.0,3.0,78.0,,34.0,0.0,22609.0,68.1,42.0,w,0.0,0.0,4300.6496837492,4300.65,3500.0,800.65,0.0,0.0,0.0,Jul-2018,0.13,,Sep-2018,599.0,595.0,0.0,78.0,1.0,Individual,,,,0.0,0.0,77479.0,,,,,,,,,,,,33200.0,,,,19.0,2348.0,465.0,96.4,0.0,0.0,174.0,189.0,2.0,2.0,1.0,5.0,,2.0,,0.0,12.0,26.0,13.0,14.0,9.0,29.0,32.0,26.0,34.0,0.0,0.0,0.0,9.0,95.2,100.0,0.0,0.0,119500.0,31072.0,13000.0,18300.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
10494787,,6000.0,6000.0,6000.0, 36 months,14.47,206.44,C,C2,Payroll Clerk,2 years,RENT,38000.0,Verified,Jan-2014,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=10494787,,debt_consolidation,Debt consolidation,350xx,AL,16.01,0.0,Oct-1988,690.0,694.0,2.0,,22.0,15.0,1.0,6193.0,24.3,48.0,w,0.0,0.0,7152.41,7152.41,6000.0,1152.41,0.0,0.0,0.0,Oct-2015,3023.61,,Mar-2019,739.0,735.0,0.0,,1.0,Individual,,,,0.0,0.0,15747.0,,,,,,,,,,,,25500.0,,,,5.0,1575.0,12235.0,28.9,0.0,0.0,125.0,303.0,4.0,4.0,2.0,4.0,,4.0,,0.0,4.0,5.0,5.0,21.0,7.0,13.0,38.0,5.0,14.0,0.0,0.0,0.0,3.0,100.0,20.0,1.0,0.0,42649.0,15747.0,17200.0,17149.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
481621,,9600.0,9600.0,9550.0, 36 months,13.85,327.4,C,C4,"Citadel Environmental Services, Inc.",2 years,RENT,90000.0,Not Verified,Feb-2010,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=481621,"  Borrower added on 02/01/10 > Hello!  This will be my second loan consolidation through Lending Tree - to which I was never late in my previous payments, and paid off the loan over a year early!  Thank you so much for your assistance!<br/>",debt_consolidation,Help Me Consolidate!,900xx,CA,4.95,0.0,May-1998,675.0,679.0,1.0,47.0,,6.0,0.0,16733.0,70.0,23.0,f,0.0,0.0,11029.7684873572,10972.32,9600.0,1429.77,0.0,0.0,0.0,Oct-2011,21.61,,May-2017,794.0,790.0,0.0,,1.0,Individual,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
114135505,,20000.0,20000.0,20000.0, 36 months,5.32,602.3,A,A1,Manager of Ambulatory Systems,10+ years,MORTGAGE,105000.0,Not Verified,Jul-2017,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=114135505,,debt_consolidation,Debt consolidation,388xx,MS,16.07,2.0,May-2005,730.0,734.0,0.0,12.0,,14.0,0.0,19560.0,19.0,27.0,f,9282.95,9282.95,12034.18,12034.18,10717.05,1317.13,0.0,0.0,0.0,Mar-2019,602.3,Apr-2019,Mar-2019,759.0,755.0,0.0,,1.0,Individual,,,,0.0,0.0,179106.0,0.0,2.0,1.0,2.0,11.0,34779.0,75.0,0.0,1.0,10110.0,46.0,61100.0,1.0,0.0,4.0,3.0,13777.0,33540.0,22.6,0.0,0.0,143.0,146.0,20.0,11.0,1.0,20.0,12.0,11.0,12.0,0.0,4.0,4.0,6.0,10.0,6.0,11.0,20.0,4.0,14.0,0.0,0.0,0.0,1.0,88.5,16.7,0.0,0.0,254890.0,54339.0,53100.0,46290.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
69071300,,27150.0,27150.0,27150.0, 36 months,7.49,844.41,A,A4,Firefighter,6 years,MORTGAGE,75000.0,Not Verified,Jan-2016,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=69071300,,debt_consolidation,Debt consolidation,480xx,MI,24.31,0.0,Jan-1993,710.0,714.0,0.0,79.0,,7.0,0.0,23528.0,59.4,19.0,w,0.0,0.0,29942.5965729059,29942.6,27150.0,2792.6,0.0,0.0,0.0,Dec-2017,11228.17,,Feb-2018,764.0,760.0,0.0,,1.0,Individual,,,,0.0,0.0,35820.0,0.0,1.0,0.0,1.0,22.0,12091.0,44.0,0.0,0.0,8285.0,53.0,39600.0,0.0,0.0,0.0,1.0,5970.0,16072.0,59.4,0.0,0.0,73.0,276.0,87.0,22.0,0.0,204.0,79.0,,79.0,0.0,4.0,4.0,4.0,11.0,2.0,5.0,16.0,4.0,7.0,0.0,0.0,0.0,0.0,94.7,50.0,0.0,0.0,67527.0,35820.0,39600.0,27575.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
652517,,10000.0,10000.0,10000.0, 36 months,12.68,335.41,C,C1,The Guys in the Booth,< 1 year,MORTGAGE,80000.0,Source Verified,Jan-2011,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=652517,"  Borrower added on 01/11/11 > I am an iPhone/iPad app developer in need of cash to invest in proven, ROI-positive advertising.  Because I am only charged for this advertising when it actually results in the sale of an app, and the cost of an ad is less than the margin on a sale, I am able to earn a 40% return over 90 days on any money invested in this way. I just need capital -- which is why I'm here.   <br/><br/>My household budget is 5K/month and my credit is good -- I simply do not have sufficient reserve cash on hand to fully take advantage of the opportunity in front of me.<br/>",small_business,Small Business Loan,554xx,MN,9.48,1.0,Jan-1998,685.0,689.0,1.0,23.0,,5.0,0.0,3279.0,39.5,13.0,f,0.0,0.0,12074.968393832998,12074.97,10000.0,2074.97,0.0,0.0,0.0,Jan-2014,359.67,,Mar-2019,754.0,750.0,0.0,,1.0,Individual,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
96354096,,24300.0,24300.0,24300.0, 60 months,13.99,565.3,C,C3,Manager,5 years,MORTGAGE,67500.0,Verified,Jan-2017,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=96354096,,debt_consolidation,Debt consolidation,013xx,MA,28.23,2.0,Feb-1991,680.0,684.0,3.0,20.0,,12.0,0.0,83330.0,79.0,31.0,w,0.0,0.0,28058.2807537266,28058.28,24300.0,3758.28,0.0,0.0,0.0,Mar-2018,20728.27,,Mar-2019,719.0,715.0,0.0,20.0,1.0,Individual,,,,0.0,114.0,289741.0,1.0,1.0,0.0,0.0,41.0,11158.0,47.0,1.0,1.0,11443.0,79.0,105371.0,0.0,0.0,2.0,1.0,24145.0,6121.0,57.0,0.0,0.0,138.0,311.0,5.0,5.0,2.0,5.0,,3.0,20.0,0.0,8.0,10.0,14.0,14.0,3.0,10.0,25.0,7.0,12.0,,0.0,1.0,1.0,97.0,25.0,0.0,0.0,378919.0,38977.0,48971.0,23548.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
141196938,,6350.0,6350.0,6350.0, 36 months,23.4,247.14,E,E1,Production Supervisor,8 years,MORTGAGE,70000.0,Not Verified,Oct-2018,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=141196938,,debt_consolidation,Debt consolidation,074xx,NJ,25.72,0.0,Oct-1988,705.0,709.0,0.0,,,12.0,0.0,29375.0,74.0,24.0,f,5708.91,5708.91,1227.44,1227.44,641.09,586.35,0.0,0.0,0.0,Mar-2019,247.14,Apr-2019,Mar-2019,699.0,695.0,0.0,,1.0,Joint App,114000.0,28.25,Not Verified,0.0,0.0,457122.0,1.0,2.0,0.0,0.0,64.0,12717.0,38.0,1.0,2.0,13336.0,64.0,39700.0,0.0,0.0,0.0,4.0,41557.0,2043.0,93.3,0.0,0.0,160.0,359.0,2.0,2.0,7.0,2.0,,22.0,,0.0,5.0,6.0,5.0,7.0,3.0,8.0,14.0,6.0,12.0,0.0,0.0,0.0,1.0,100.0,80.0,0.0,0.0,537937.0,42092.0,30700.0,59154.0,68197.0,700.0,704.0,Aug-2006,1.0,7.0,14.0,63.2,2.0,11.0,0.0,0.0,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
10626900,,11000.0,11000.0,11000.0, 36 months,12.85,369.84,B,B4,Instrument Tech,10+ years,MORTGAGE,50000.0,Verified,Jan-2014,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=10626900,,debt_consolidation,Debt consolidation,923xx,CA,16.0,2.0,Apr-1998,695.0,699.0,1.0,13.0,,20.0,0.0,7800.0,15.3,63.0,w,0.0,0.0,12289.67,12289.67,11000.0,1289.67,0.0,0.0,0.0,Jul-2015,2372.23,,Aug-2015,739.0,735.0,0.0,,1.0,Individual,,,,0.0,0.0,154603.0,,,,,,,,,,,,51100.0,,,,8.0,8137.0,34094.0,7.9,0.0,0.0,119.0,189.0,1.0,1.0,3.0,1.0,13.0,1.0,13.0,0.0,5.0,9.0,11.0,36.0,7.0,17.0,52.0,9.0,20.0,0.0,0.0,0.0,6.0,96.8,9.1,0.0,0.0,224655.0,34348.0,37000.0,38555.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
